identifier,pitch,sex
15cefba2-20a5-47e1-a455-6218b8c7f408/sample18,166,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample20,179,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample37,128,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample38,177,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample4,180,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample43,175,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample6,174,1
15cefba2-20a5-47e1-a455-6218b8c7f408/sample7,176,1
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample30,139,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample1,140,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample10,138,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample11,133,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample12,150,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample13,136,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample14,147,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample15,126,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample16,141,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample17,137,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample18,148,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample19,145,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample2,159,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample20,139,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample21,158,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample22,136,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample23,134,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample24,136,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample25,121,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample26,142,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample27,147,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample28,139,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample29,132,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample3,145,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample31,134,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample32,134,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample33,135,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample34,156,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample35,134,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample36,131,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample37,150,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample38,138,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample39,128,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample4,142,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample40,124,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample41,134,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample42,131,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample43,145,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample5,137,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample6,145,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample7,144,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample8,129,0
15e4b8d9-e33c-4b65-9cc0-b1b050fce01d/sample9,141,0
164a04ac-c08a-4889-a871-be82660f1e8a/sample17,176,1
164a04ac-c08a-4889-a871-be82660f1e8a/sample25,192,1
164a04ac-c08a-4889-a871-be82660f1e8a/sample29,170,1
164a04ac-c08a-4889-a871-be82660f1e8a/sample6,177,1
18daa245-1604-46fb-abce-93016474e437/sample1,183,1
18daa245-1604-46fb-abce-93016474e437/sample10,183,1
18daa245-1604-46fb-abce-93016474e437/sample11,184,1
18daa245-1604-46fb-abce-93016474e437/sample12,184,1
18daa245-1604-46fb-abce-93016474e437/sample13,182,1
18daa245-1604-46fb-abce-93016474e437/sample14,184,1
18daa245-1604-46fb-abce-93016474e437/sample15,193,1
18daa245-1604-46fb-abce-93016474e437/sample16,166,1
18daa245-1604-46fb-abce-93016474e437/sample17,177,1
18daa245-1604-46fb-abce-93016474e437/sample18,171,1
18daa245-1604-46fb-abce-93016474e437/sample19,167,1
18daa245-1604-46fb-abce-93016474e437/sample2,181,1
18daa245-1604-46fb-abce-93016474e437/sample20,176,1
18daa245-1604-46fb-abce-93016474e437/sample21,170,1
18daa245-1604-46fb-abce-93016474e437/sample22,171,1
18daa245-1604-46fb-abce-93016474e437/sample23,176,1
18daa245-1604-46fb-abce-93016474e437/sample24,184,1
18daa245-1604-46fb-abce-93016474e437/sample25,173,1
18daa245-1604-46fb-abce-93016474e437/sample26,180,1
18daa245-1604-46fb-abce-93016474e437/sample27,159,1
18daa245-1604-46fb-abce-93016474e437/sample28,166,1
18daa245-1604-46fb-abce-93016474e437/sample29,170,1
18daa245-1604-46fb-abce-93016474e437/sample53,172,1
18daa245-1604-46fb-abce-93016474e437/sample54,156,1
18daa245-1604-46fb-abce-93016474e437/sample55,158,1
18daa245-1604-46fb-abce-93016474e437/sample56,158,1
18daa245-1604-46fb-abce-93016474e437/sample57,183,1
18daa245-1604-46fb-abce-93016474e437/sample58,166,1
18daa245-1604-46fb-abce-93016474e437/sample59,171,1
18daa245-1604-46fb-abce-93016474e437/sample6,179,1
18daa245-1604-46fb-abce-93016474e437/sample60,158,1
18daa245-1604-46fb-abce-93016474e437/sample61,177,1
18daa245-1604-46fb-abce-93016474e437/sample62,159,1
18daa245-1604-46fb-abce-93016474e437/sample63,161,1
18daa245-1604-46fb-abce-93016474e437/sample64,173,1
18daa245-1604-46fb-abce-93016474e437/sample65,186,1
18daa245-1604-46fb-abce-93016474e437/sample66,170,1
18daa245-1604-46fb-abce-93016474e437/sample67,169,1
18daa245-1604-46fb-abce-93016474e437/sample68,162,1
18daa245-1604-46fb-abce-93016474e437/sample69,168,1
18daa245-1604-46fb-abce-93016474e437/sample30,170,1
18daa245-1604-46fb-abce-93016474e437/sample31,178,1
18daa245-1604-46fb-abce-93016474e437/sample32,173,1
18daa245-1604-46fb-abce-93016474e437/sample33,184,1
18daa245-1604-46fb-abce-93016474e437/sample34,173,1
18daa245-1604-46fb-abce-93016474e437/sample35,176,1
18daa245-1604-46fb-abce-93016474e437/sample36,167,1
18daa245-1604-46fb-abce-93016474e437/sample37,169,1
18daa245-1604-46fb-abce-93016474e437/sample38,170,1
18daa245-1604-46fb-abce-93016474e437/sample39,177,1
18daa245-1604-46fb-abce-93016474e437/sample4,169,1
18daa245-1604-46fb-abce-93016474e437/sample40,182,1
18daa245-1604-46fb-abce-93016474e437/sample41,175,1
18daa245-1604-46fb-abce-93016474e437/sample42,166,1
18daa245-1604-46fb-abce-93016474e437/sample43,178,1
18daa245-1604-46fb-abce-93016474e437/sample44,163,1
18daa245-1604-46fb-abce-93016474e437/sample45,171,1
18daa245-1604-46fb-abce-93016474e437/sample46,167,1
18daa245-1604-46fb-abce-93016474e437/sample47,165,1
18daa245-1604-46fb-abce-93016474e437/sample48,170,1
18daa245-1604-46fb-abce-93016474e437/sample49,169,1
18daa245-1604-46fb-abce-93016474e437/sample5,173,1
18daa245-1604-46fb-abce-93016474e437/sample50,169,1
18daa245-1604-46fb-abce-93016474e437/sample51,163,1
18daa245-1604-46fb-abce-93016474e437/sample70,169,1
18daa245-1604-46fb-abce-93016474e437/sample71,166,1
18daa245-1604-46fb-abce-93016474e437/sample72,166,1
18daa245-1604-46fb-abce-93016474e437/sample73,164,1
18daa245-1604-46fb-abce-93016474e437/sample74,166,1
18daa245-1604-46fb-abce-93016474e437/sample75,186,1
18daa245-1604-46fb-abce-93016474e437/sample76,182,1
18daa245-1604-46fb-abce-93016474e437/sample77,173,1
18daa245-1604-46fb-abce-93016474e437/sample78,155,1
18daa245-1604-46fb-abce-93016474e437/sample79,161,1
18daa245-1604-46fb-abce-93016474e437/sample8,186,1
18daa245-1604-46fb-abce-93016474e437/sample80,171,1
18daa245-1604-46fb-abce-93016474e437/sample81,161,1
18daa245-1604-46fb-abce-93016474e437/sample82,175,1
18daa245-1604-46fb-abce-93016474e437/sample83,166,1
18daa245-1604-46fb-abce-93016474e437/sample84,173,1
18daa245-1604-46fb-abce-93016474e437/sample85,169,1
18daa245-1604-46fb-abce-93016474e437/sample9,178,1
18daa245-1604-46fb-abce-93016474e437/sample3,183,1
18daa245-1604-46fb-abce-93016474e437/sample52,163,1
18daa245-1604-46fb-abce-93016474e437/sample7,188,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample10,134,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample11,137,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample13,143,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample14,138,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample15,139,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample17,137,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample2,138,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample20,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample21,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample23,126,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample25,140,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample27,141,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample28,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample29,140,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample3,141,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample30,141,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample31,140,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample34,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample35,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample36,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample37,136,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample38,142,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample4,141,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample40,145,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample41,140,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample42,134,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample43,140,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample5,146,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample7,140,1
193df32e-a95c-4205-99d7-1cd56d373eab/sample9,140,1
19405cb1-9102-4338-afff-4298e83a3a38/sample29,118,0
19405cb1-9102-4338-afff-4298e83a3a38/sample1,117,0
19405cb1-9102-4338-afff-4298e83a3a38/sample10,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample11,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample12,120,0
19405cb1-9102-4338-afff-4298e83a3a38/sample13,122,0
19405cb1-9102-4338-afff-4298e83a3a38/sample14,126,0
19405cb1-9102-4338-afff-4298e83a3a38/sample15,120,0
19405cb1-9102-4338-afff-4298e83a3a38/sample16,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample17,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample18,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample19,120,0
19405cb1-9102-4338-afff-4298e83a3a38/sample2,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample20,128,0
19405cb1-9102-4338-afff-4298e83a3a38/sample21,122,0
19405cb1-9102-4338-afff-4298e83a3a38/sample22,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample23,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample24,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample25,123,0
19405cb1-9102-4338-afff-4298e83a3a38/sample26,115,0
19405cb1-9102-4338-afff-4298e83a3a38/sample27,120,0
19405cb1-9102-4338-afff-4298e83a3a38/sample28,122,0
19405cb1-9102-4338-afff-4298e83a3a38/sample3,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample30,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample31,123,0
19405cb1-9102-4338-afff-4298e83a3a38/sample32,123,0
19405cb1-9102-4338-afff-4298e83a3a38/sample33,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample34,122,0
19405cb1-9102-4338-afff-4298e83a3a38/sample35,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample36,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample37,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample38,118,0
19405cb1-9102-4338-afff-4298e83a3a38/sample39,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample4,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample40,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample41,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample42,127,0
19405cb1-9102-4338-afff-4298e83a3a38/sample43,123,0
19405cb1-9102-4338-afff-4298e83a3a38/sample5,121,0
19405cb1-9102-4338-afff-4298e83a3a38/sample6,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample7,119,0
19405cb1-9102-4338-afff-4298e83a3a38/sample8,118,0
19405cb1-9102-4338-afff-4298e83a3a38/sample9,124,0
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample30,155,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample1,166,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample10,166,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample11,163,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample12,162,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample13,152,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample14,166,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample15,164,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample16,159,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample17,163,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample18,153,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample19,157,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample2,164,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample20,165,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample21,178,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample22,163,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample23,176,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample24,188,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample25,175,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample26,192,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample27,157,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample28,159,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample29,185,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample3,162,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample31,154,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample32,166,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample33,178,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample34,161,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample35,169,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample36,163,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample37,167,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample38,151,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample39,163,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample4,161,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample40,154,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample41,161,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample42,161,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample43,161,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample5,173,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample6,176,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample7,155,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample8,157,1
1ad959b0-b8d5-46e8-9bbf-6788ba101454/sample9,161,1
1aedd635-0888-4fab-9e11-7d5b99196e59/sample3,167,1
1b612ee7-a7cb-4014-8457-73343919755e/sample30,134,0
1b612ee7-a7cb-4014-8457-73343919755e/sample1,138,0
1b612ee7-a7cb-4014-8457-73343919755e/sample10,136,0
1b612ee7-a7cb-4014-8457-73343919755e/sample11,141,0
1b612ee7-a7cb-4014-8457-73343919755e/sample12,145,0
1b612ee7-a7cb-4014-8457-73343919755e/sample13,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample14,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample15,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample16,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample17,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample18,141,0
1b612ee7-a7cb-4014-8457-73343919755e/sample19,130,0
1b612ee7-a7cb-4014-8457-73343919755e/sample2,141,0
1b612ee7-a7cb-4014-8457-73343919755e/sample20,142,0
1b612ee7-a7cb-4014-8457-73343919755e/sample21,142,0
1b612ee7-a7cb-4014-8457-73343919755e/sample22,135,0
1b612ee7-a7cb-4014-8457-73343919755e/sample23,138,0
1b612ee7-a7cb-4014-8457-73343919755e/sample24,137,0
1b612ee7-a7cb-4014-8457-73343919755e/sample25,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample26,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample27,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample28,141,0
1b612ee7-a7cb-4014-8457-73343919755e/sample29,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample3,135,0
1b612ee7-a7cb-4014-8457-73343919755e/sample31,137,0
1b612ee7-a7cb-4014-8457-73343919755e/sample32,142,0
1b612ee7-a7cb-4014-8457-73343919755e/sample33,136,0
1b612ee7-a7cb-4014-8457-73343919755e/sample34,141,0
1b612ee7-a7cb-4014-8457-73343919755e/sample35,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample36,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample37,135,0
1b612ee7-a7cb-4014-8457-73343919755e/sample38,143,0
1b612ee7-a7cb-4014-8457-73343919755e/sample39,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample4,132,0
1b612ee7-a7cb-4014-8457-73343919755e/sample40,142,0
1b612ee7-a7cb-4014-8457-73343919755e/sample41,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample42,137,0
1b612ee7-a7cb-4014-8457-73343919755e/sample43,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample5,140,0
1b612ee7-a7cb-4014-8457-73343919755e/sample6,136,0
1b612ee7-a7cb-4014-8457-73343919755e/sample7,139,0
1b612ee7-a7cb-4014-8457-73343919755e/sample8,133,0
1b612ee7-a7cb-4014-8457-73343919755e/sample9,137,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample1,152,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample10,155,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample11,159,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample12,156,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample13,147,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample14,141,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample15,149,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample16,156,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample17,152,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample18,149,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample19,153,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample2,154,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample3,148,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample30,161,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample31,156,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample32,152,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample33,150,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample34,145,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample35,155,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample36,153,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample37,144,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample4,147,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample41,157,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample42,153,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample43,147,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample5,152,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample6,143,0
1bc78a39-4200-4d5e-9a37-ba0fe58ba18a/sample9,154,0
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample32,187,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample1,186,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample10,169,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample11,176,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample12,182,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample13,174,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample14,176,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample15,167,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample16,175,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample17,172,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample18,159,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample19,180,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample2,178,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample20,167,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample21,184,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample22,180,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample23,167,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample24,170,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample25,173,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample26,176,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample27,181,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample28,167,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample29,175,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample3,188,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample30,167,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample31,170,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample33,171,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample34,170,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample35,185,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample36,171,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample37,176,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample38,175,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample39,168,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample4,181,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample40,171,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample41,186,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample42,175,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample43,171,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample5,185,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample6,172,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample7,185,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample8,173,1
1c9f5ff1-cf1c-4d4f-b662-aca17251c263/sample9,166,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample14,157,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample2,171,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample27,175,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample31,157,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample34,171,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample36,179,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample38,149,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample42,180,1
1cdd2c70-afa2-4879-981f-8b742d2c714a/sample9,164,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample11,177,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample17,179,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample26,171,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample30,165,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample31,175,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample36,173,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample38,166,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample39,166,1
1d5ac9b4-5d77-4e16-85a4-ffdf8cb076ba/sample43,182,1
1e47bc10-5616-493b-9380-c81de693f724/sample59,175,1
1e47bc10-5616-493b-9380-c81de693f724/sample75,178,1
1e5e4911-4f7e-4096-935d-77926f03ffeb/sample10,185,1
1e5e4911-4f7e-4096-935d-77926f03ffeb/sample13,180,1
1e5e4911-4f7e-4096-935d-77926f03ffeb/sample28,183,1
1e5e4911-4f7e-4096-935d-77926f03ffeb/sample42,196,1
1edf77f1-d77e-4748-980d-78f1c7b5b12a/sample16,158,1
1edf77f1-d77e-4748-980d-78f1c7b5b12a/sample48,171,1
1edf77f1-d77e-4748-980d-78f1c7b5b12a/sample59,166,1
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample35,113,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample1,115,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample10,109,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample11,111,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample12,106,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample13,118,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample14,118,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample15,110,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample16,123,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample17,129,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample18,118,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample19,130,0
04c1d69f-06aa-4bd2-b3c8-c6c0cfe4226d/sample2,129,0
