identifier,pitch,sex
dev_wiqxl,131,0
dev_wisjt,178,0
dev_wiwhg,123,0
dev_wjayf,136,0
dev_wjfjt,139,0
dev_wjwgh,132,0
dev_wkflv,193,1
dev_wkitu,152,0
dev_wkztl,167,1
dev_wlecn,118,0
dev_wlioy,167,1
dev_wlkiz,154,0
dev_wmbjo,163,0
dev_wmleh,178,0
dev_wmybw,114,0
dev_wmyoo,117,0
dev_wmzti,113,0
dev_wnbhn,189,0
dev_wnjyx,112,0
dev_woihi,158,0
dev_jmnre,123,0
dev_jmpee,188,1
dev_jmxjf,123,0
dev_jnbln,119,0
dev_jnbrx,103,0
dev_jncjn,108,0
dev_jnsag,117,0
dev_jnzen,109,0
dev_joeoi,111,0
dev_jogko,147,0
dev_jqlag,140,0
dev_jqmwb,133,0
dev_jqogu,158,1
dev_jrdnk,98,0
dev_jrqjn,103,0
dev_jrqwv,116,0
dev_jsgne,116,0
dev_jshzl,170,0
dev_jsixg,130,0
dev_jsyeq,208,1
dev_jtfgg,173,0
dev_jtjdp,105,0
dev_jtpsg,107,0
dev_qvyge,200,1
dev_qwdss,138,0
dev_qwffb,113,0
dev_qwron,140,1
dev_qwxix,108,0
dev_qxotj,128,0
dev_qxptm,193,1
dev_qxtbt,176,1
dev_qyagm,190,1
dev_qybob,126,0
dev_qyqba,112,0
dev_qzvjg,195,0
dev_qzyzl,109,0
dev_rabjw,133,0
dev_radcj,178,0
dev_raflt,110,0
dev_ravip,112,0
dev_rbjeh,143,0
dev_rbjhy,118,0
dev_rbqly,131,0
dev_rbtqm,118,0
dev_rbzot,140,0
dev_rcixs,180,1
dev_rcmhk,190,1
dev_rcnkw,137,0
dev_rcqwm,113,0
dev_rcuyw,96,0
dev_rcxaf,102,0
dev_rdanw,150,0
dev_rdtnc,143,1
dev_rdvho,155,0
dev_rdvkk,119,0
dev_rdwlo,138,0
dev_dzaki,109,0
dev_dzgwg,157,1
dev_dzhvx,121,0
dev_dzmea,119,0
dev_dznar,208,0
dev_dzzqw,168,1
dev_eaugz,208,1
dev_ebfih,203,1
dev_ebwdb,108,0
dev_ecgva,147,0
dev_ecnhx,184,1
dev_ecnrc,131,0
dev_ecwxd,203,1
dev_edjuc,155,0
dev_edtpj,96,0
dev_eefxm,117,0
dev_eenbk,190,1
dev_efeou,113,0
dev_effgo,172,0
dev_efvza,151,1
dev_efzda,145,0
dev_egqfm,114,0
dev_ehdxd,198,1
dev_ehgps,107,0
dev_ehjio,188,0
dev_ehsdj,186,0
dev_ehwgx,176,0
dev_ehxlg,127,0
dev_eiqsv,172,0
dev_ejfct,126,0
dev_ejfwv,125,0
dev_cmslg,121,0
dev_cmuzf,172,1
dev_cookq,154,0
dev_coqgj,145,0
dev_cpedm,94,0
dev_cprzb,168,0
dev_cpwiz,132,0
dev_cqcxz,167,0
dev_cqfns,116,0
dev_cqtmx,143,1
dev_cqvrw,178,1
dev_csfap,137,0
dev_csntf,132,0
dev_cstqu,198,1
dev_ctijh,155,0
dev_cusuq,154,0
dev_cvvng,138,1
dev_cwyyh,107,0
dev_cxaog,181,1
dev_cxbpz,117,0
dev_cxbvo,147,0
dev_cxops,132,0
dev_cykpw,113,0
dev_cyxas,119,0
dev_ghjic,113,0
dev_ghkil,160,0
dev_ghoes,182,0
dev_gicvr,137,0
dev_gilzu,198,0
dev_gjwqm,139,0
dev_gkebc,190,0
dev_gkpka,147,0
dev_glcmz,175,1
dev_glrjg,129,0
dev_gltnb,154,1
dev_glyfk,150,1
dev_gmgus,116,0
dev_gmred,203,1
dev_gmyfb,172,0
dev_gnhwy,111,0
dev_gnncs,140,0
dev_gnvjm,144,0
dev_goemc,101,0
dev_gohxc,168,0
dev_gotwt,139,1
dev_goxtk,112,0
dev_gpbcj,139,0
dev_gpewm,163,0
dev_gpoia,120,0
dev_gqgyx,104,0
dev_gqtjs,158,0
dev_grhok,128,0
dev_gricc,147,0
dev_grjqu,184,1
dev_grwrr,150,0
dev_grxqc,127,0
dev_gryfa,208,1
dev_gsdtf,130,0
dev_gsqcm,106,0
dev_gstaf,111,0
dev_naeyl,111,0
dev_nbhom,144,0
dev_nbiqx,165,0
dev_nbjbx,121,0
dev_nbmnc,113,0
dev_nbqct,188,1
dev_nbwdp,209,0
dev_nbzuz,168,1
dev_ncaqa,184,0
dev_ncgfo,113,0
dev_ncipv,203,0
dev_nckcc,154,0
dev_ncoos,132,0
dev_ncviq,140,0
dev_ncywt,125,0
dev_ndddh,122,0
dev_ndhny,195,1
dev_ndurf,129,0
dev_nebbl,118,0
dev_nehxq,115,0
dev_neljk,131,0
dev_nemto,157,0
dev_neyxn,151,0
dev_nfanw,198,1
dev_nfbvq,188,1
dev_nfgsu,132,0
dev_nghzj,186,1
dev_nhnzr,111,0
dev_nhtib,157,0
dev_nhyme,160,0
dev_nijyz,192,0
dev_njkid,112,0
dev_njwgl,122,0
dev_nkhus,190,0
dev_ajbav,188,1
dev_ajikn,163,0
dev_akgpj,118,0
dev_akpyz,125,0
dev_akusn,139,0
dev_akyvw,219,1
dev_alpba,123,0
dev_alxhp,152,0
dev_amcwx,163,0
dev_ammss,162,0
dev_amqof,139,0
dev_amxeo,98,0
dev_anaoe,172,0
dev_angcb,114,1
dev_anidm,186,0
dev_anvfk,155,0
dev_aoeuy,157,0
dev_aoifk,195,1
dev_aoiiw,108,0
dev_aoysw,203,1
dev_apmpi,150,0
dev_apygp,153,0
dev_apzcw,222,1
dev_gzgqo,169,0
dev_gzihn,176,1
dev_hacza,198,1
dev_hamrk,216,1
dev_hautn,176,0
dev_hazev,165,0
dev_hbgna,206,1
dev_hblou,98,0
dev_hbmbh,154,0
dev_hbnbl,153,0
dev_hbxbu,203,1
dev_hcbun,126,0
dev_hcege,131,0
dev_hckwt,144,0
dev_hcsoh,112,0
dev_hcwls,114,0
dev_hdbfx,103,0
dev_hdkdp,151,0
dev_heqvy,189,0
dev_heqyg,172,0
dev_heusf,103,0
dev_hffcr,152,0
dev_hfhgz,165,0
dev_hflum,112,0
dev_hfssj,119,0
dev_hfwse,120,0
dev_hgvet,178,1
dev_hhdyt,203,0
dev_hhxxw,111,0
dev_higud,128,0
dev_hikjy,178,1
dev_hivqa,167,0
dev_zajzg,110,0
dev_zarln,156,0
dev_zayku,124,0
dev_zbfto,138,0
dev_zbrbz,160,1
dev_zcadd,142,1
dev_zcgzv,164,0
dev_zcmvv,123,0
dev_zcqod,150,0
dev_zcrna,186,0
dev_zcwda,125,0
dev_zdbbk,148,1
dev_zdlhj,110,0
dev_zeaxw,200,1
dev_zefmi,122,0
dev_zejui,190,1
dev_zemyx,129,0
dev_zeyqb,121,0
dev_zfjvv,152,1
dev_zflpr,213,1
dev_zfmhs,203,1
dev_zfomi,176,1
dev_zfqbo,174,1
dev_zfykm,158,1
dev_zgcen,188,1
dev_zgepg,116,0
dev_smpoh,119,0
dev_smtnf,107,0
dev_snerl,139,0
dev_snpqc,141,0
dev_sofhr,139,0
dev_sopiy,124,0
dev_spvbw,123,0
dev_spvni,188,0
dev_sqeyu,150,0
dev_sqgll,170,0
dev_srart,177,1
dev_srruh,133,0
dev_srusi,172,1
dev_ssxkb,112,0
dev_ssxxv,138,0
dev_sszuw,154,0
dev_stbpj,162,0
dev_strel,222,0
dev_sudfq,162,1
dev_suwll,203,1
dev_suxny,117,0
dev_sveeg,138,0
dev_svsov,170,1
dev_swoil,155,0
dev_swrhy,182,1
dev_swrql,172,0
dev_swtbz,182,1
dev_kopdi,190,1
dev_korwx,160,0
dev_kozgw,203,1
dev_kpgak,137,0
dev_kpjmv,172,1
dev_kplrl,195,1
dev_kpyez,157,0
dev_kqrtw,167,0
dev_krayg,117,0
dev_kshjn,154,0
dev_ksvmt,107,0
dev_ktbcw,167,1
dev_kthsa,110,0
dev_ktrme,170,0
dev_kuupz,163,1
dev_kvyer,195,0
dev_kwbzu,122,0
dev_kwdie,142,0
dev_kwzde,170,0
dev_kxbru,203,0
dev_kxkaf,174,1
dev_kxwbe,110,0
dev_kxyqf,168,1
dev_kyixa,121,0
dev_kzjzr,168,1
dev_kzlpw,121,0
dev_azill,107,0
dev_azzpr,193,0
dev_balan,172,1
dev_baztc,118,0
dev_bbicy,113,1
dev_bbnys,193,1
dev_bbqde,121,0
dev_bbxjm,170,1
dev_bcqii,146,0
dev_bedfi,117,0
dev_bfaws,110,0
dev_bfeje,149,0
dev_bftow,178,0
dev_bgpai,110,0
dev_bhewz,128,0
dev_bhfsl,132,0
dev_bhktp,203,1
dev_bilvp,123,0
dev_birqo,134,0
dev_biwsz,119,0
dev_bjazn,129,0
dev_bjmyo,150,0
dev_bjrnm,172,1
dev_bjvvd,184,0
dev_ljxvr,142,0
dev_lkbmx,113,0
dev_lkkiv,152,0
dev_lkxrw,162,0
dev_llgzb,208,0
dev_lmvkn,190,1
dev_lndsv,205,0
dev_lnmys,157,1
dev_lnrwn,188,1
dev_lnwjg,176,1
dev_lobug,184,1
dev_lonic,126,0
dev_looax,188,0
dev_lpnns,157,1
dev_lpnwx,167,1
dev_lpqsl,143,0
dev_lpskj,144,0
dev_lpukx,151,1
dev_lqcho,139,0
dev_lqefr,213,0
dev_lqqip,168,0
dev_lqvxw,162,0
dev_lrduj,121,0
dev_lswca,160,0
dev_zqvkd,168,0
dev_zrjmp,137,0
dev_zrkzd,204,0
dev_zsaaq,143,0
dev_zsczc,113,0
dev_zsnwc,219,1
dev_zsvip,128,0
dev_ztvte,151,0
dev_ztwhb,190,1
dev_zujsb,133,0
dev_zveln,158,1
dev_zvpil,112,0
dev_zwcyn,165,0
dev_zwknw,126,0
dev_zwthe,126,0
dev_zwzgc,129,0
dev_zxcnm,162,0
dev_zxdwa,121,1
dev_zxiyc,200,1
dev_zxkfu,118,0
dev_zxmrx,198,0
dev_zxpet,177,0
dev_zxynd,125,0
dev_zysmg,138,0
dev_zzaqd,193,0
dev_zzdsc,110,0
dev_zzpjc,111,0
dev_fpztr,113,0
dev_fqcfk,137,0
dev_fraeh,132,0
dev_frhju,139,0
dev_frmvh,200,0
dev_frnrz,187,1
dev_fsioc,127,0
dev_fsmcq,198,0
dev_ftcad,174,1
dev_furvb,203,0
dev_futxu,140,0
dev_fvpuy,113,0
dev_fvuqm,124,0
dev_fvvna,92,0
dev_fvxdn,122,0
dev_fvxpe,168,1
dev_fwcve,151,0
dev_fwcwf,190,1
dev_fwjwy,98,0
dev_fwomm,151,1
dev_fwwpi,134,0
dev_fxart,167,1
dev_fxdue,119,0
dev_fxiai,133,0
dev_fxouu,145,0
dev_fxpzu,119,0
dev_pagtr,131,0
dev_pajwg,130,0
dev_patrc,123,0
dev_pbbey,127,0
dev_pbbol,174,1
dev_pbmgk,109,0
dev_pbnhk,102,0
dev_pckqq,173,1
dev_pclqa,103,0
dev_pcnqc,123,0
dev_pcohg,159,0
dev_pcvvs,139,0
dev_pdnlo,203,0
dev_peesv,129,0
dev_pekgr,174,0
dev_pfntk,112,0
dev_pfuky,130,0
dev_pghkl,188,1
dev_pgsfx,168,0
dev_pgufl,200,1
dev_phaon,119,0
dev_phbpv,208,0
dev_phfwx,149,0
dev_exuhz,143,0
dev_eybls,103,0
dev_eyhyf,120,0
dev_eysdz,200,0
dev_ezafq,193,1
dev_ezelk,97,0
dev_ezukt,182,0
dev_faddn,143,0
dev_fasse,107,0
dev_fbsut,168,0
dev_fbxoe,151,1
dev_fbxtj,134,0
dev_fcaqa,170,0
dev_fcboc,123,1
dev_fcicg,131,0
dev_fdizj,166,1
dev_fdmzz,100,0
dev_fdynn,114,0
dev_feqsg,126,0
dev_fewgr,116,0
dev_dhotx,123,0
dev_dhuzm,176,1
dev_djdho,144,0
dev_dkeme,147,1
dev_dkoha,104,0
dev_dkwvv,99,0
dev_dkxvg,170,1
dev_dllys,188,1
dev_dlqpg,189,0
dev_dlscd,113,0
dev_dmdle,165,1
dev_dmmyb,145,0
dev_dmvdr,121,0
dev_dneuc,113,0
dev_dnmnw,102,0
dev_dnofe,122,0
dev_doidq,114,0
dev_dopcx,189,0
dev_dotoa,101,0
dev_doykq,143,0
dev_xsdrl,178,0
dev_xsnqi,147,1
dev_xsyzl,95,0
dev_xtlwh,160,1
dev_xtmhe,152,0
dev_xtuxv,119,0
dev_xulcc,137,0
dev_xunsv,109,0
dev_xurox,122,0
dev_xvpmu,157,0
dev_xvtfy,203,1
dev_xvwbn,190,0
dev_xvxdk,162,0
dev_xwaex,157,0
dev_xwtzy,145,1
dev_xxefa,112,0
dev_xxitu,216,0
dev_xxmyp,106,0
dev_xycfc,122,0
dev_xyzlo,127,0
dev_xzfjs,105,0
dev_xzhnc,188,1
dev_xzvnt,134,0
dev_nqvnk,115,0
dev_nrxng,105,0
dev_nsjkx,109,0
dev_nspze,188,1
dev_nsysq,182,0
dev_ntgnn,167,1
dev_ntiaz,124,0
dev_ntikt,162,1
dev_nttqj,120,0
dev_ntttm,140,0
dev_nuflk,110,0
dev_numjt,193,1
dev_nvcxr,132,0
dev_nvgev,129,0
dev_nviox,174,0
dev_nwfid,158,0
dev_nwhfx,100,0
dev_nworr,108,0
dev_nwqak,127,0
dev_nwqxf,200,1
dev_nxgqs,113,0
dev_nxurg,126,0
dev_nxxtv,124,0
dev_uzmkj,115,0
dev_uzvwm,137,0
dev_vakcs,160,1
dev_vamet,108,0
dev_vapgl,181,0
dev_vauhj,103,0
dev_vbbcj,160,1
dev_vchjf,117,0
dev_vcise,174,0
dev_vcpit,160,1
dev_vdccq,171,1
dev_vddlb,169,1
dev_vdoiv,123,0
dev_vecfl,155,0
dev_vefkn,203,1
dev_veiwz,123,0
dev_veugy,167,0
dev_vfcpc,132,1
dev_vfgsk,150,0
dev_bqrji,115,0
dev_braay,101,0
dev_brbyr,124,0
dev_brlby,162,1
dev_bsafl,104,0
dev_bsbmk,124,0
dev_bsccf,193,0
dev_bsgwe,132,0
dev_bsjhc,115,0
dev_bsuci,168,0
dev_bsylm,119,0
dev_btgec,168,1
dev_btsxj,137,0
dev_btvqz,125,0
dev_bufvp,155,1
dev_buhhe,118,0
dev_buovm,152,0
dev_bvcfq,101,0
dev_bvjvu,131,0
dev_bvrcy,151,0
dev_bwymn,124,0
dev_oifwj,133,0
dev_oilve,195,1
dev_oitqx,113,0
dev_oizce,120,0
dev_ojarq,117,0
dev_ojsfp,108,0
dev_okbxr,132,0
dev_okobc,160,1
dev_okuwp,139,0
dev_olaiq,200,1
dev_olbon,211,0
dev_omhzh,119,0
dev_oncbm,150,0
dev_onfga,101,0
dev_onscw,136,0
dev_onvqz,154,0
dev_ooaim,118,0
dev_oorzw,115,0
dev_opopj,116,0
dev_oporp,205,1
dev_opqxp,148,0
dev_opreb,99,0
dev_jucft,148,0
dev_jumts,186,0
dev_jvgyh,250,0
dev_jvlkq,130,0
dev_jvqhc,130,0
dev_jvyjy,186,1
dev_jxefp,165,0
dev_jxjls,111,0
dev_jxmwd,119,0
dev_jxrbx,113,0
dev_jxwzz,170,1
dev_jyayf,121,0
dev_jyjrd,172,0
dev_jyoio,125,0
dev_jzmyz,108,0
dev_jzpvz,149,0
dev_jzrlc,160,1
dev_jzutl,108,0
dev_kagxx,124,0
dev_kalja,137,1
dev_mcxqn,113,0
dev_mdbhs,116,0
dev_mdnrv,113,0
dev_mdoyq,119,0
dev_mdqkg,116,0
dev_mdxpb,155,0
dev_mefld,148,0
dev_mehuw,139,0
dev_memrt,229,1
dev_mfcny,195,1
dev_mfkhl,103,0
dev_mfods,141,0
dev_mfwea,110,0
dev_mfwqr,213,1
dev_mggys,203,1
dev_mgpkl,208,1
dev_mhooq,138,0
dev_mhqeh,155,1
dev_midxp,144,0
dev_mihtz,198,0
dev_hqxng,219,1
dev_hrhxw,113,0
dev_hrocf,176,0
dev_hsjiz,130,0
dev_hslru,103,0
dev_hsnkz,119,0
dev_htbrg,192,1
dev_htpxw,157,1
dev_htsog,150,0
dev_htvgs,125,0
dev_husun,119,0
dev_huvzr,155,0
dev_huxfk,124,0
dev_hvbja,165,0
dev_hvcby,188,1
dev_hwgnw,134,0
dev_hwtgk,184,1
dev_hxcyt,118,0
dev_hyhci,145,0
dev_hyisq,168,0
dev_iehkd,235,0
dev_ieqfa,222,1
dev_ievrt,128,0
dev_ieyta,150,1
dev_ifdjj,160,0
dev_ifdmb,121,0
dev_ifisa,189,1
dev_ifqcx,183,0
dev_ifsth,135,0
dev_igfnj,129,0
dev_igrfk,110,0
dev_iguck,162,1
dev_igvcq,126,0
dev_igxna,160,1
dev_ihatx,193,1
dev_iicvt,174,0
dev_iijdx,111,0
dev_iiofu,134,0
dev_iiowu,169,0
dev_ijbzx,162,1
dev_ijisc,186,1
dev_ijlav,127,0
dev_ijrgg,137,0
dev_gzfku,167,0
dev_hiwcc,190,1
dev_hqdmw,130,0
dev_hyjfx,213,0
dev_iehdr,143,0
dev_ijuvv,124,1
dev_isyqc,139,1
dev_jccow,126,0
dev_jmmcw,112,0
dev_jtuse,178,1
dev_kavhv,126,0
dev_kojiu,168,0
dev_kzoiq,108,0
dev_ljbyn,216,1
dev_ltjnf,189,1
dev_mbwwl,184,0
dev_mjebh,216,0
dev_mzkhd,113,0
dev_pslso,185,1
dev_psqcz,104,0
dev_pthei,132,1
dev_ptkir,178,0
dev_ptqqu,198,0
dev_puhed,173,0
dev_puurb,195,1
dev_pvhyn,193,1
dev_pvlau,126,0
dev_pvsyo,117,0
dev_pwacf,222,0
dev_pwfnx,137,0
dev_pwfwj,211,1
dev_pwimv,184,0
dev_pwoim,189,0
dev_pwuie,205,1
dev_pxkca,165,0
dev_pxkmy,97,0
dev_pxoym,118,0
dev_pxwbx,167,1
dev_xagsz,105,0
dev_xasuk,142,1
dev_xawov,145,0
dev_xbgep,157,0
dev_xbhde,162,0
dev_xblzi,219,1
dev_xcahh,182,0
dev_xcfal,165,0
dev_xdtce,211,1
dev_xeoxt,127,0
dev_xerpl,216,1
dev_xgass,142,0
dev_xgbdq,95,0
dev_xgdat,122,0
dev_xgkzr,162,0
dev_xgtxi,211,1
dev_xgznr,188,1
dev_xitfi,147,1
dev_qfwky,174,1
dev_qgjeq,145,0
dev_qgrho,181,0
dev_qgzpa,130,0
dev_qhcct,170,0
dev_qiwjm,110,0
dev_qjpkt,120,0
dev_qjsiv,182,1
dev_qjtqb,155,0
dev_qjtvg,122,0
dev_qkjbd,167,1
dev_qkone,145,0
dev_qkrli,205,1
dev_qkrye,158,0
dev_qkwbo,176,1
dev_qkxxp,122,0
dev_qlijl,180,0
dev_qlmjv,190,1
dev_qlqea,114,0
dev_teksa,176,1
dev_tetzv,168,1
dev_tevfi,142,0
dev_tfffj,103,0
dev_tfudd,105,0
dev_tgrzk,172,1
dev_tgsqb,96,0
dev_tgvot,200,1
dev_thcys,129,0
dev_thnej,208,1
dev_tjcsa,203,0
dev_tjhbu,107,0
dev_tjnmx,119,0
dev_tjvvd,95,0
dev_tjyye,211,1
dev_tkits,216,0
dev_tkjwf,160,0
dev_tllfd,116,0
dev_tlwsh,157,0
dev_tnfzi,195,1
dev_yiray,195,1
dev_yjjry,112,0
dev_yjjwu,120,0
dev_yjmvu,99,0
dev_yjnqt,188,0
dev_yjwui,216,1
dev_yjxqc,181,0
dev_ykcjc,150,0
dev_ykwgj,147,0
dev_ykxqv,198,1
dev_ylqwf,140,1
dev_ylufy,127,0
dev_ylzrk,106,0
dev_ymdtd,147,0
dev_ymefk,163,1
dev_ymlyw,124,0
dev_ymodn,222,0
dev_ymqbh,119,0
dev_ymugx,134,0
eval_gprmf,130,0
eval_mxabb,198,1
eval_trcjd,109,0
eval_aadql,200,1
eval_aajcj,142,1
eval_aaluz,167,0
eval_aamcv,158,0
eval_aazxb,195,1
eval_abhyo,118,0
eval_abigw,152,0
eval_abntt,208,1
eval_abrti,160,0
eval_abusd,145,0
eval_acfwe,140,0
eval_acjch,113,0
eval_acrkc,184,0
eval_acsmc,130,0
eval_acueo,188,1
eval_adcja,167,0
eval_adjcv,160,1
eval_adlhg,109,0
eval_admmh,176,1
eval_adnxg,203,0
eval_aebah,129,0
eval_aegsf,138,1
eval_lviin,208,1
eval_lvlot,145,1
eval_lvryp,184,1
eval_lvuwh,174,0
eval_lvymr,118,0
eval_lwauq,178,0
eval_lwbhd,158,0
eval_lwblq,145,0
eval_lwbro,208,1
eval_lwefq,203,1
eval_lwhlz,186,1
eval_lwigj,118,1
eval_lwtdr,132,0
eval_lxabo,117,0
eval_lxgzq,146,0
eval_lxkhq,144,0
eval_lxuup,136,0
eval_lyckf,205,1
eval_lyrtv,200,1
eval_lyzvt,136,0
eval_lyzyj,158,0
eval_lzclp,188,0
eval_lzjmg,104,0
eval_lzkjk,118,0
eval_sjkyt,182,1
eval_sjmku,123,0
eval_sjvwz,182,0
eval_skdji,194,1
eval_skebt,106,0
eval_skegu,108,0
eval_skhhy,186,0
eval_skjoo,109,0
eval_skmif,103,0
eval_sksfu,163,0
eval_skuur,184,0
eval_skwad,205,1
eval_slcnv,105,0
eval_slema,105,0
eval_slfom,178,0
eval_slgqw,125,0
eval_sliuq,132,0
eval_slnfe,195,1
eval_smdyo,142,0
eval_smexf,200,0
eval_smlss,186,1
eval_smobz,180,0
eval_gxjrn,172,0
eval_gxkbx,136,0
eval_gxmhi,128,0
eval_gxqsn,131,0
eval_gxsnp,203,1
eval_gxzyi,200,0
eval_gybkl,140,0
eval_gydkm,150,0
eval_gyjly,188,1
eval_gykgs,115,0
eval_gyqex,180,1
eval_gywqx,168,0
eval_gywyo,180,1
eval_gzpkn,200,1
eval_gzzse,176,1
eval_haaoq,112,0
eval_halwg,133,0
eval_hbewe,148,0
eval_hbkoc,195,0
eval_hcfzc,110,0
eval_emhpu,188,1
eval_emjbu,193,1
eval_emmrh,113,0
eval_enfcp,150,0
eval_enicw,107,0
eval_enook,133,0
eval_ensob,167,1
eval_ensyw,193,0
eval_eoaae,185,0
eval_eogke,205,1
eval_eorkb,110,0
eval_eouya,129,0
eval_eovuj,150,0
eval_ephfs,157,0
eval_epnzx,128,0
eval_epymo,178,1
eval_eqlly,163,0
eval_eqxpw,110,0
eval_eqzny,124,0
eval_erafb,95,0
eval_ercwk,167,0
eval_ereld,151,0
eval_erqcu,190,0
eval_esbcw,147,0
eval_aesaf,123,0
eval_aklcf,182,0
eval_aucml,115,0
eval_bbtfm,112,0
eval_bmmdx,151,1
eval_bvrol,134,0
eval_cfarq,136,0
eval_cmyan,144,0
eval_csjez,126,0
eval_dajxl,116,0
eval_dejra,105,0
eval_dlqqi,114,0
eval_drhhn,154,1
eval_dxbbz,160,0
eval_efpmd,145,0
eval_emeok,113,0
eval_esbrf,165,0
eval_eyrxe,180,1
eval_ffaau,157,1
eval_fkgvf,129,0
eval_fotnw,203,0
eval_fuzmz,131,0
eval_gcoeh,117,0
eval_ghjhj,136,0
eval_gmmxs,188,1
eval_wfbcb,170,0
eval_wfbym,103,0
eval_wfeoa,129,1
eval_wfiph,213,1
eval_wfmsa,200,1
eval_wfwji,180,0
eval_wfzav,129,0
eval_wgevj,203,1
eval_wgnrp,118,0
eval_wgutb,134,0
eval_whegg,170,1
eval_whemr,138,0
eval_whold,129,0
eval_whuqp,195,0
eval_wigxq,198,1
eval_wispp,124,0
eval_wiusy,200,1
eval_wjlei,121,0
eval_wjofq,200,0
eval_wjspx,167,1
eval_wjvob,140,0
eval_wkajg,142,0
eval_wlcpo,198,1
eval_wleao,143,0
eval_wlrtf,213,1
eval_wmaxm,195,1
eval_wmcka,111,0
eval_wmfdn,170,1
eval_wmkqc,125,0
eval_ppunc,117,0
eval_ppymk,164,0
eval_pqafg,134,0
eval_pqduh,150,1
eval_pqico,133,0
eval_pqqpa,139,0
eval_pqwaa,104,0
eval_prfmo,113,0
eval_priwq,130,0
eval_prixc,182,1
eval_pruit,203,1
eval_psacn,161,0
eval_psahr,119,0
eval_ptcig,131,0
eval_ptvbt,115,0
eval_pufbv,118,0
eval_pvafe,112,0
eval_pvipy,127,0
eval_pvqkm,142,1
eval_pvsob,132,0
eval_pvtpu,99,0
eval_pvxbv,167,0
eval_pwtux,106,0
eval_pwwpf,126,0
eval_pwxkj,186,1
eval_pxfps,132,0
eval_pxrsf,165,1
eval_pxsdj,125,0
eval_iwhgd,200,0
eval_iwhul,119,0
eval_iwjcg,150,0
eval_iwons,117,0
eval_ixuzt,190,1
eval_ixvhp,162,0
eval_ixysk,162,1
eval_iyary,229,1
eval_iyhiy,136,0
eval_iyklo,174,1
eval_iypqt,104,0
eval_iyvsl,119,0
eval_izpoh,132,0
eval_iztdq,143,0
eval_izvnc,165,0
eval_izxfo,108,0
eval_jakyk,121,0
eval_jatfv,123,0
eval_jbnal,128,0
eval_jcbnp,118,0
eval_jcisy,188,1
eval_jcque,186,0
eval_jcrni,171,0
eval_cfmuh,154,1
eval_cgbit,206,1
eval_cgsxo,121,0
eval_cgtsn,200,1
eval_cgyey,134,0
eval_chchf,168,0
eval_chjnd,168,0
eval_chjyz,138,0
eval_chumv,196,0
eval_chvdl,143,0
eval_ciauf,130,0
eval_cilzx,152,0
eval_cjbia,151,0
eval_cjial,170,1
eval_cjkoo,114,0
eval_cjmsn,165,1
eval_cjnyx,140,0
eval_cjwza,203,1
eval_cjxlu,167,1
eval_cjzny,100,0
eval_ckbah,134,0
eval_ckblw,171,0
eval_ckhug,129,0
eval_ckjjv,118,0
eval_ckxzf,198,0
eval_ckzkn,190,0
eval_ckzsl,146,0
eval_clfvk,110,1
eval_cljql,136,0
eval_clveb,144,0
eval_clwpn,130,0
eval_cmnvf,133,0
eval_udnue,184,0
eval_udphg,162,0
eval_udxjv,144,0
eval_uekqr,152,0
eval_ueohr,110,0
eval_uetrb,128,0
eval_uezdh,101,0
eval_ufmdo,132,0
eval_ufsbu,147,1
eval_ufybr,184,1
eval_ugeje,182,0
eval_ugjkj,125,0
eval_ugjpj,192,0
eval_ugvgf,163,0
eval_uhagk,174,0
eval_uhboc,174,1
eval_uhbwp,188,1
eval_uhcmw,158,0
eval_uhect,165,0
eval_uhovd,105,0
eval_uhyid,162,0
eval_uidav,205,1
eval_uikxt,193,1
eval_ujetr,108,0
eval_fkpts,154,1
eval_fksjg,103,0
eval_fktpk,110,0
eval_fkvps,117,0
eval_fldsg,127,0
eval_flhwx,144,0
eval_flozi,136,0
eval_flplu,123,0
eval_flppc,139,0
eval_fluea,124,0
eval_flvpc,190,1
eval_flylz,147,0
eval_fmcvp,200,0
eval_fmdic,145,0
eval_fmgup,173,0
eval_fngmn,155,1
eval_fnicu,151,1
eval_fnsam,180,1
eval_fnwzn,126,0
eval_foacb,221,1
eval_focnp,145,0
eval_fojfs,104,0
eval_folid,120,0
eval_foqjm,208,1
eval_yhlin,129,0
eval_yhmno,125,0
eval_yhxso,105,0
eval_yhyep,155,0
eval_yiazw,137,0
eval_yisja,115,0
eval_yiuqo,102,0
eval_yivwm,186,1
eval_yjeod,111,0
eval_yjhxd,176,1
eval_ykrgx,178,1
eval_ylcst,158,0
eval_yleeh,163,0
eval_ylgte,157,0
eval_ylmsd,170,0
eval_ymcdp,148,0
eval_ymqhi,162,0
eval_ymurh,136,0
eval_ymvgp,193,1
eval_ymygk,137,0
eval_ymzdx,145,0
eval_ynydz,167,0
eval_yoasw,209,1
eval_yoauw,199,0
eval_yombx,121,0
eval_youdu,144,0
eval_yoxoz,133,0
eval_yoxxz,122,0
eval_ypgfq,113,0
eval_nustg,170,1
eval_nuwlg,193,1
eval_nvahk,133,0
eval_nvbzi,155,0
eval_nvfbp,114,0
eval_nvihu,155,0
eval_nvktp,118,0
eval_nvojy,167,1
eval_nvplg,168,1
eval_nvrme,168,0
eval_nvubt,130,0
eval_nvuic,147,0
eval_nvupq,111,0
eval_nvzzi,208,1
eval_nwaul,119,1
eval_nwecu,123,0
eval_nwhzh,222,1
